"Project URL",Categories,Technology,Priority,Description
https://www.tackleundies.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Product Options, Website / Web App","Magento 2",3,"Mens Clothing, Inerwear, Size Guide, Size and Color Filteration"
https://www.subastralinc.com/,"Ecommerce , Product Options, Comparison / Compare products, Website / Web App","Magento 2",3,"Glass Showcases, Display cabinets, Clothing Display Supplies, Mannequins, Review, Side bar Filteration, Compare Products, Wishlist, Quick Shop, Compare"
https://www.buydesign.com.au/,"Ecommerce , Chairs / Office Chairs / Furniture, Electronics, Comparison / Compare products, Website / Web App","Magento 2",4,"Furniture, Lighting, Accessories, Wishlist, Product Compare, Side bar filteration (Colour)"
https://www.esportmania.gr/,"Clothing / Textile / Apparels / Clothes / T-shirts, Sports / Athletes, Ecommerce , Footwear / Boots, Product Options, Website / Web App",Magento,6,"Sports, Accessories, Clothing, Balls, Shoes, Custom Filters, Size Chart, Location"
https://www.lensabl.com/,"Subscriptions  /  Subscribe , Ecommerce , Headless, Tools / Customisers / Personalisers, Quiz / Questionnaire, Sunglasses / Eyewear / Lenses, Product Options, Website / Web App","Magento, React Js",5,"Lens, Eyewear, Specs, Frame, Custom Filters, Subscription Supply, Online prescription, Lens replacement"
https://www.lancashiretextiles.co.uk/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Product Options, Comparison / Compare products, Website / Web App","Magento 2",5,"Textiles, Duvets, Pillow, Cushions, Linen & Bedding, Blankets, Fabrics, Size Chart, Compare, Wishlist"
https://bulknaturaloils.com/,"Wholesale / B2B, Ecommerce , Essential oils / Cooking oils / Olive oils, Website / Web App",Magento,4,"Oil, Butters & Waxes, Salts and Natural Ingredients, Wholesale, Side bar filteration"
https://bekkerlagram.nl/,"Automobiles / Automotive / Car Dealers, Company / Corporate / Consulting Website / Firm, Machines / Industrial products, Website / Web App",Wordpress,5,"Manufacturer & Supplier of Cleaning Equipments/Vehicles"
https://nnstoffen.nl/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Product Options, Comparison / Compare products, Website / Web App","Magento 2",3,"Clothing Fabrics, Curtains, Tablecloth, Wishlist, Product Compare, Review"
https://gryphonestatesilver.com/,"Ecommerce , Kitchenware / Crockery / Utensils / Knives, Website / Web App","Magento 2",3,"Silver Cuttelary, Live Chat, Testimonials, Amazon affiliate"
https://www.true-whey.com/,"Wellness / Health & Fitness / Nutrition / Supplement, Ecommerce , Product Options, Website / Web App","Magento 2",3,"Supplements, Protein, Vitamins, Minerals, Merchandise, Custom Filters

Product Options: https://www.true-whey.com/bpi-best-bcaa-30-servings.html"
https://gemvy.com/,"Jewellery , Ecommerce , Tools / Customisers / Personalisers, Product Options, Comparison / Compare products, Website / Web App","Magento 2",4,"Jewelery, Rings, Diamonds, Gemstone, Product Customization, Compare, Custom Filters, Custom Checkout"
https://www.faeriesdance.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Jewellery , Ecommerce , Rewards / Discounts / Coupons / Offers, Comparison / Compare products, Website / Web App","Magento 2",3,"Clothing, Lingerie, Socks, Jewelery, Gift Cards"
https://argane.be/,"Hair, Multicurrency, Ecommerce , Multilingual, Essential oils / Cooking oils / Olive oils, Comparison / Compare products, Website / Web App","Magento 2",4,"Oil, cream / soap / incense, Multilingual, Multi Currency , Compare, Quick View"
https://www.oetuning.com/,"Automobiles / Automotive / Car Dealers, Ecommerce , Comparison / Compare products, Store Locator, Website / Web App","Magento 2",4,"Vehicle, Tools, Accessories, OE Tuning, Store Locator"
https://www.3leggedthing.com/,"Tour & Travel /  Itinerary, Ecommerce , Electronics, Product Options, Website / Web App",Magento,3,"Camera Bags, Tripods, Electronic Accessories, Signup and Save, Size Chart"
https://www.enterasource.com/,"Company / Corporate / Consulting Website / Firm, Ecommerce , Rental / Used products, Servers / Storage / Networking products, Website / Web App","Magento 2",6,"Refurbished, Servers, Storage, Networking, Custom Filters, Quote a Product"
https://mypartyshirt.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Product Options, Website / Web App",Magento,3,"Clothing, Fancy Dress, Serial Products, Quick View, Order tracking"
https://www.theinstrumentplace.com/,"Music / Entertainment, Ecommerce , Rental / Used products, Product Options, Instruments / Guitars, Website / Web App","Magento 2",5,"Musical Instruments, Accessories, Custom Filters, On Rent, EMI, Buy Used"
https://frameitall.com/,"Ecommerce , Florist / Flowers, Plants / Environment / Agriculture, Product Options, Website / Web App",Shopify,6,"Garden Beds, Yard Kits,  Accessories, Parts, Fencing, Product Customization, 3D Design, Filters, Dimension Selector, Store Locator"
https://safetysolutionsuk.net/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Footwear / Boots, Sunglasses / Eyewear / Lenses, Product Options, Website / Web App","Wordpress, Woocommerce",5,"E-commece website for Safety products, Signage / Signs, Uniform, Footwear, Clothing,  PPE, First Aid, Eyewear, Safety Items, WP Bakery"
https://camelstep.com/,"Ecommerce , Quiz / Questionnaire, Food and catering / Online food delivery, Coffee, RTL / Arabic, Website / Web App","React Js",4,"Coffee, Grinder, Filteration Kit, Quiz, How to Prepare, Taste Test"
https://awscales.com/,"Ecommerce , Tools / Customisers / Personalisers, Electronics, Website / Web App",Bigcommerce,3,"Weighing Machines: Home & Kitchen Scales, Digital Scale Products, Multi Vendor, Price Range Selector, Unit Converter, Size Chart"
https://andromedainsights.com/,"Ecommerce , Tools / Customisers / Personalisers, Computers / Servers / Hardware Products / Game devices /  Computer parts, Website / Web App",Shopify,6,"https://andromedainsights.com/pages/build-your-own-pc
"
https://greenshorticulture.co.uk/,"Ecommerce , Plants / Environment / Agriculture, Website / Web App",Shopify,4,"Plants Irrigation, Plant Lighting, Plant Nutrition, Pest management, Quickview, Wishlist, Side cart"
https://relightdepot.com/,"Ecommerce , Electronics, Website / Web App","Bigcommerce, React Js",4,"Electronics, Lighting, Lights, Add to Quote, Download resources [in PDF]

https://relightdepot.com/value-engineered-quote/"
https://honeybeehealth.com/,"Ecommerce , Medical / Pharmacy / Medicines, Headless, Website / Web App","Ruby on Rails, React Js",5,"Medicines,  Pharmacy

Product options: https://honeybeehealth.com/drugs/cialis"
https://defected.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Music / Entertainment, Ecommerce , Events, Poster / Canvas / Portrait, Website / Web App","Magento 2",6,"Online music, Radio broadcasting, News, Events, Buy tickets, Store, Clothing

Store:  https://store.defected.com/   [Shopify, Clothing, Print + Art, Canvas, Caps, Multi-lingual, Multi-currency]"
https://foxchapelpublishing.com/,"Books / Magazines, Ecommerce , Product Options, Website / Web App","Shopify, React Js",4," Books Shop, Magazines, eBooks, Quick View

Product Options :  https://foxchapelpublishing.com/products/slingshots-key-hooks

Personalized books : https://foxchapelpublishing.com/products/woodworkers-shop-journal-customized"
https://www.getmytea.com/,"Ecommerce , Grocery / Fruits /  Vegetables / Dairy products , Elementor, Website / Web App","Wordpress, Woocommerce",5,"Beverages, Tea, Chai, Ayurvedic, Green tea, Organic tea, Parallax scrolling"
https://charlesparsonsinteriors.com.au/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Home decor / Interior decoration, Product Options, Store Locator, Website / Web App","React Js",3,"Fabrics (Lining, Drapery, Upholstery), Interiors, Location, Zoom in functionality

Note : The website is build using Underscore.js & Bootstrap

Product option:  https://charlesparsonsinteriors.com.au/upholstery/upholstery-collections/kenji/_item/kenji-pumice"
https://www.gbic-shop.de/,"Wholesale / B2B, Ecommerce , Multilingual, Electronics, Product Options, Website / Web App","Core PHP",3,"Fiber optica wires / cables, Electronics accessories, Count down timer, Regional site

Technology: JTL shop Ecommerce, Bootstrap

Product Options : https://www.gbic-shop.de/10g-sfpp-twx-p-0301-kompatibel"
https://store.hermanmiller.com/,"Ecommerce , Multilingual, Online Appointments Booking, Tools / Customisers / Personalisers, Chairs / Office Chairs / Furniture, Electronics, Home decor / Interior decoration, Product Options, Website / Web App","Shopify, React Js",6,"Office Furniture, Desks, Gaming chairs, Lighting, Home Decor, Shelves & storage, 3D product images

Appointent booking:  https://store.hermanmiller.com/store?lang=en_US&StoreId=61

Product builder tool with live preview: https://store.hermanmiller.com/office-chairs-stools/mirra-2-stool/100111600.html

Product options / 3D product view: https://store.hermanmiller.com/gaming-chairs/embody-gaming-chair/100403351.html

E-commerce: Shopify + Salesforce commerce cloud"
https://www.logoup.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Rewards / Discounts / Coupons / Offers, Tools / Customisers / Personalisers, Website / Web App","React Js",5,"CMS:  Shift4shop

Clothing, Apparel, T-shirt, Hats, Bags, Drinkware, Flyers, Custom Logo Setup, Promotional Products, Custom filters, Color Swatches

Product customization tool: 
1. https://customize.logoup.com/product-designers/MjA3MyYmNjEtWlgmJiAmJiA=
2. https://www.logoup.com/Premium-Screen-Printed-Performance-T-Shirt-Darks_p_908.html

Quantity Price Quote scale : https://www.logoup.com/Thule-Recycled-All-Trail-18L-15quot-Laptop-Backpack_p_26684.html"
https://superexportshop.org/,"Clothing / Textile / Apparels / Clothes / T-shirts, Sports / Athletes, Multicurrency, Ecommerce , Multilingual, Website / Web App","Shopify, React Js",3,"Boxing gloves, Shinguards, Apparel, Gym Bags, Puncking bags, Shoes, Body protector, Mouth guard, Multi Currency, currency convertor "
https://www.uorganic.co.uk/,"Multicurrency, Ecommerce , Skin Care / Beauty, Rewards / Discounts / Coupons / Offers, Website / Web App",Shopify,5,"Beauty Products: Skin Care, Body care, Hair care, Vegan products, Diffusers, Custom Filters Side Bar"
https://lynendo.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Rewards / Discounts / Coupons / Offers, Tools / Customisers / Personalisers, Product Options, Website / Web App",Shopify,4,"Bags, Tie, Caps/Hats, Badges, Lanyards, Water bottles, T-shirt, Hi-vision clothing, Get a quote

Get a Quote for badges: https://brand.lynendo.com/

Product options: https://lynendo.com/collections/t-shirts

Product customization: https://lynendo.com/products/custom-personalised-caps-printed-snapabck-trucker-caps-for-kids-and-adults"
https://www.thesterlingpet.com/,"Multicurrency, Ecommerce , Pet / Dog / Cat, Tools / Customisers / Personalisers, Product Options, Website / Web App",Shopify,3,"Pet tags, Pet Jewelry

Product Options/Product customization tool: https://www.thesterlingpet.com/products/bone-brass-tag"
https://inprimetime.com/,"Ecommerce , Grocery / Fruits /  Vegetables / Dairy products , Website / Web App",Shopify,3,"Covid Essentials, Medical Equipments, Dog Food

Product options:  https://inprimetime.com/products/cadet-rawhide-munchy-sticks"
https://teearabia.com/,"Clothing / Textile / Apparels / Clothes / T-shirts, Wholesale / B2B, Ecommerce , Multilingual, Request a quote / Multi-step Forms / Get a quote , RTL / Arabic, Website / Web App",Shopify,2,"Selling Clothing, T-shirt, Hats

Group order/Bulk order :  https://teearabia.com/pages/group-order

B2B :  https://teearabia.com/pages/b2b"
https://81stgeneration.com/,"Jewellery , Ecommerce , Product Options, Website / Web App",Shopify,4,"Jewelry: Bracelets, Necklaces, Anklets, Earrings, Rings, Bangles, Pendants, Hair accessories, Pay with Klarna

Product options:  https://81stgeneration.com/collections/necklaces/products/sterling-silver-1-mm-simple-snake-chain-necklace-24"
https://www.powerrideoutlet.com/,"Automobiles / Automotive / Car Dealers, Ecommerce , Rewards / Discounts / Coupons / Offers, Product Options, Website / Web App",Shopify,4,"Vehicle, Dirt Bikes, Motorcycles, Go Karts, ATS, Zoom in feature, Custom Filters

Product options:  https://www.powerrideoutlet.com/collections/125cc-atvs/products/tao-motor-125-t-force-mid-size-atv

Custom filters and & Column selector:  https://www.powerrideoutlet.com/collections/dirt-bikes"
https://amoo.us/,"Clothing / Textile / Apparels / Clothes / T-shirts, Ecommerce , Rewards / Discounts / Coupons / Offers, Website / Web App",Shopify,6,"Clothing, Hoodies, Men, Women, Kids

Parent company :  https://www.venque.com/"
https://shop.oceaneering.com/,"Ecommerce , Electronics, Aquatic products / Oceanic / Fishing products, Website / Web App","Shopify, Shopify Plus",3,"Electronic, Cables, Wires, Sea Navigation products, Antenna, Multi Location"
https://www.lebouquet.com/en/,"Ecommerce , Multilingual, CRM, Florist / Flowers, Elementor, Product Options, Website / Web App","Wordpress, Woocommerce",5,"Flowers, Plants, Soft toys, Gifts, 

Product options :  https://www.lebouquet.com/en/explorer-roses/"
https://brennansbest.com/,"Ecommerce , Elementor, Food and catering / Online food delivery, Astra Theme, Website / Web App","Wordpress, Woocommerce",4,"Spices, One page website"
https://brookeyewear.com/,"Ecommerce , Tools / Customisers / Personalisers, Elementor, Sunglasses / Eyewear / Lenses, Product Options, Website / Web App","Wordpress, Woocommerce",5,"Sunglasses, Eyeglasses, Lenses, Gift card, ReCaptcha

Product customization tool :  https://brookeyewear.com/product/the-anaheim/"
https://ruttobats.com/,"Sports / Athletes, Ecommerce , Tools / Customisers / Personalisers, Elementor, Product Options, Astra Theme, Website / Web App","Wordpress, Woocommerce",5,"E-commerce, Customized products, Personalized products, Custom checkout, Custom bat, Caps

Product customization tool :  https://ruttobats.com/shop/custom/custom-pro-lumber/tg-13-custom-pro-maple-bat/

https://ruttobats.com/shop/custom/custom-pro-lumber/r-413-custom-pro-maple-youth-bat/"
https://www.weapondepot.com/,"Multi-vendor, Ecommerce , Marketplace, NFT, Kitchenware / Crockery / Utensils / Knives, Aquatic products / Oceanic / Fishing products, Firearm / Guns / Ammunition, Multistore, Bags / Backpacks, Website / Web App","Wordpress, Woocommerce",5,"Handguns, Rifles, Ammunition, Optics, Holsters, Magazines, actical, Hunting, Fishing, Archery, Sniper, Camping products, WP Engine, Yoast SEO, Bootstrap, NFT marketplace, Blog, Authentication, Chat with Seller, Wishlist, Multi-vendor, Multi-storefront, Bulk upload, Support forum.

Affiliate program :  https://www.weapondepot.com/my-account/affiliate-registration/

NFT :  https://nft.weapondepot.com/"
https://extremewheels.com/,"Automobiles / Automotive / Car Dealers, Multi-vendor, Ecommerce , Divi Theme, Year / Make / Model, Website / Web App","Wordpress, API integration, Woocommerce",5,"Automotive, Wheels, Tyres, Performance parts, Accessories, Interior/experior body parts"
https://planmedicare.com/,"Company / Corporate / Consulting Website / Firm, Informational / Services, Medical / Pharmacy / Medicines, Online Appointments Booking, Website / Web App",Wordpress,7,"Medicare advisor, Medical plans, Consulting website, Informational"
https://www.chili-health.ch/,"Company / Corporate / Consulting Website / Firm, Wellness / Health & Fitness / Nutrition / Supplement, Subscriptions  /  Subscribe , Informational / Services, Online Appointments Booking, Elementor, Website / Web App",Wordpress,6,"Gym, Fitness, Subscriptions, Informational, Company website.

Appointment Booking :  https://checkout.moresports.io/4006074/checkout/chili_health_training/trial-session/1210178920

Membership :  https://www.chili-health.ch/preise-abos"
https://www.3redpartners.com/,"Company / Corporate / Consulting Website / Firm, Informational / Services, Website / Web App",Wordpress,7,"Company / corporate / Informational website."
https://www.tigitmotorbikes.com/,"Automobiles / Automotive / Car Dealers, Tour & Travel /  Itinerary, Maps / Google Map / GPS , CRM, Online Appointments Booking, Rental / Used products, Website / Web App",Wordpress,6,"Rental website, Bike rental, Tour and Travel, Google maps, Offline maps, Blogs, YouTube videos, Custom search, Calendar integration, Booking

We also did updates on post login pages. To manage appointments, their CRM"
https://dawnpatrolbali.com/,"Tour & Travel /  Itinerary, Online Appointments Booking, Website / Web App",Wordpress,5,"Tour & travel, Surfing school, Booking, "
https://www.luxuryrealestate.com/,"Real Estate / Property Rentals, 3-D view, Marketplace, Website / Web App","Ruby on Rails",6,"Real-estate website, Home/Private Island/Land, Longterm/Short term rental, Custom filters.

360 view :  https://www.luxuryrealestate.com/360-tours"
"https://www.yogabody.com/ ","Company / Corporate / Consulting Website / Firm, Wellness / Health & Fitness / Nutrition / Supplement, Informational / Services, Coaching / Online Courses / E-learning / EdTech , Coach / Artist / Individual, Website / Web App",Wordpress,7,"Yoga training website, Online courses, Certification courses.

https://shop.yogabody.com/"
"https://penguincube.com/ ","Company / Corporate / Consulting Website / Firm, Website / Web App",Wordpress,5,"Designing Company website, Wayfinding & Signage designs, Spacial designs, Brand designs"
"https://myhalfpricemovers.com/ ","Informational / Services, CRM, Online Appointments Booking, Elementor, Movers & Packers, Dashboard / Admin Portal / Software / Portal, Website / Web App, Local Business","Wordpress, Laravel",6,"Packers & Movers, Moving services, Call scheduling

Referrals :  https://myhalfpricemovers.com/referrals/

We have built there complete Dashboard to automate their business"
"https://www.costaricafocus.com/ ","Tour & Travel /  Itinerary, Company / Corporate / Consulting Website / Firm, Informational / Services, Divi Theme, Website / Web App",Wordpress,6,"Tour & travel, Informational website, Bird tour packages

Get a Quote :  https://www.costaricafocus.com/best-birding-lodges-costa-rica/"
"https://arewausa.org/ ","Company / Corporate / Consulting Website / Firm, Donation / Non-Profitable / NGO, Website / Web App",Wordpress,4,"Non profit website for Girls child with donation feature."
https://neutronpay.com/,"Company / Corporate / Consulting Website / Firm, Informational / Services, Web + Mobile Apps, Parallax effect / Animations","React Js",7,"SaaS Payment platform, Provide payment solutions for business & personal. Sending, Spending, Banking, Bitcoin services.

Personal services :  https://neutronpay.com/personal 

"
https://www.cass.ai/,"Company / Corporate / Consulting Website / Firm, AI integration / OpenAI / ChatGPT, Website / Web App",Webflow,6,"AI healthcare assistance, Personalized chats for Diabetes, Anxiety & Depression, Nurse & Physician Care"
https://www.mayphotogallery.com/,"Photography / Photographer, Ecommerce , Website / Web App",Wix,2,"Fine art & photography website, "
https://www.eastcoastfireplaceinc.com/,"Informational / Services, Website / Web App",Wix,2,"Carpentry, Chimney Cleaning/Repair, gas log repair/sales/cleaning  services

"
https://www.drkellifoy.com/,"Coaching / Online Courses / E-learning / EdTech , Parallax effect / Animations, Coach / Artist / Individual, Website / Web App","Node JS, Vue.js",4,"Inner Energy coaching consultancy"
https://www.peterashworth.com/,"Ecommerce , Product Options, Parallax effect / Animations, Coach / Artist / Individual, Website / Web App",Wix,4,"Art products

Product options :  https://peterashworth.art/products/wrapping-paper"
https://gatsby.ai/,"SAAS, Marketing / Sales, Website / Web App","Node JS, React Js",7,"SaaS platform to elevant business, Turn Instagram followers into email & SMS subscribers, Organized UGC, Track Instagram UGC tagging your brand, Poweful Social Insight, Trigger loyalty points for Instagram and TikTok engagement. Sync Instagram & TikTok data to Klaviyo, Attentive, Yotpo.

Shopify app :  https://apps.shopify.com/gatsby

Klaviyo Elite partner :  https://connect.klaviyo.com/integrations/gatsby"
https://mychallengecreator.com/,"Landing Pages, SAAS, Web + Mobile Apps, Dating / Social Networking, Coaching / Online Courses / E-learning / EdTech , Dashboard / Admin Portal / Software / Portal, Website / Web App, Gamification","Wordpress, Core PHP, React Native",5,"Management/Customer tool, Social Networking platform for Coaches to brought their community together, Build/Launch and Sell online challenge, Generate leads & close sales faster, Build loyal & engaged community, Build-In Gamification, Fully Monetized, Assignments & Homework, Free/Paid Registration

Mobile apps :  
1. https://play.google.com/store/apps/details?id=com.brst.cultivate&hl=en_IN&gl=US 
2. https://apps.apple.com/in/app/my-challenge-creator/id1551762760 "
https://www.voki.com/,"Education/School, SAAS, Web + Mobile Apps, Coaching / Online Courses / E-learning / EdTech , Kids, Website / Web App","Yii, Core PHP, Swift, Java, Yii2, Laravel",5,"Educational platform for Schools, Presentation tool for both teachers & Students, Classroom management tool, Speaking characters, Avtars, Customized appearence, Debate & Engagement.

Creator :  https://www.voki.com/ 

Apps - https://itunes.apple.com/us/app/voki-for-education/id1106010700?ls=1&mt=8 
https://play.google.com/store/apps/details?id=com.oddcast.android.voki "
https://www.theshowroomx.com/,"Wholesale / B2B, Marketplace, SAAS, Website / Web App","Core PHP, Laravel",6,"B2B marketplace to connect brands with retailers, Virtual showroom experience, Live meeting with video presentation, Online catalog, Booking meeting with Calendar integration, Admin control panel, Powerful analytics "
https://business.flaviar.com/,"SAAS, CRM, Liquor / Wine, Website / Web App","React Js",5,"SaaS platform helps e-commerce beverage alcohol brands for D2C sales, geo-targeted marketing. Helps to embed Buy button on their Shopping cart. Helps to leverage proprietary purchase data to reach targeted shoppers in e-commerce stores product category.

It will soon turn to https://business.flaviar.com/"
"https://play.google.com/store/apps/details?id=neutronpay.wallet ","Web + Mobile Apps, Payment gateways, Mobile Apps","React Native",7,"iOs app :  https://apps.apple.com/vn/app/neutronpay/id1629825080?platform=iphone 

Android app :  https://play.google.com/store/apps/details?id=neutronpay.wallet 

Website : https://neutronpay.com/ [Not ours]"
https://www.quickblog.co/,"SAAS, Website / Web App","Laravel, Open Ai",5,"AI Assistant to create on-topic content for blogs, Optimize content structure (keywords, meta description, tags), Centrally manage all keywords and links, Schedule contents & automate posts, Allow sharing & commenting, Enable Whitelabel services with easy customization of brands.

Affiliate program : https://www.quickblog.co/become-an-affiliate

Ai assistance :  https://www.quickblog.co/features

Laravel link :   https://app.quickblog.co/"
https://www.leadfox.co/,"SAAS, Website / Web App","React Js, Webflow",7,"Corporate Informational website, Lead generation.

Scheduling / Calendar integration: https://app.hubspot.com/meetings/e-gauthier/leadfox-demo/

Comparison :  https://www.leadfox.co/compare"
https://blockbins.com/,"Maps / Google Map / GPS , SAAS, Website / Web App, Scrapping / Recycling Services","Node JS, Vue.js",6,"Food scrapping / Recycling services Food composting program.

Google Map / Subscription :  https://blockbins.com/map/

Referral service :  https://blockbins.com/refer/"
https://www.ymage.com/,"Informational / Services, Multilingual, Website / Web App","Node JS, React Js",5,"Services website for providing 3D visualization, Photo Editing, 3D modeling, AR, 3D animation, Background removal

3D services :  https://www.ymage.com/nl/3d-services

Photo Editing :  https://www.ymage.com/nl/3d-services"
https://m2.eleafus.com/,"Ecommerce , Vape / CBD / E-Liquid, Website / Web App","Magento 2",5,"E-commerce website to sell vape /e-liquid products.

Affiliate program :  https://m2.eleafus.com/join-affiliate-program"
https://www.911movenow.com/,"Informational / Services, CRM, Movers & Packers, Dashboard / Admin Portal / Software / Portal, Website / Web App","Core PHP, Yii2",5,"Packers & Movers, Moving services, Call scheduling

Referrals : https://myhalfpricemovers.com/referrals/

We have built there complete Dashboard to automate their business"
https://mertonchamber.co.uk/,"Membership , Events, Elementor, Astra Theme, Website / Web App","Wordpress, Vue.js, Woocommerce",5,"Membership Directory website with paid events

Membership directory :  https://mertonchamber.co.uk/member-directory/

Event Ticksts :  https://mertonchamber.co.uk/events/list/

eBooks :  https://mertonchamber.co.uk/resources-category/ebooks/"
https://nutrasumma.com/,"Wellness / Health & Fitness / Nutrition / Supplement, Ecommerce , Website / Web App",Shopify,6,"Consumer packed goods, Supplement, Proteins, 

Recipes :  https://nutrasumma.com/blogs/recipes

B2B Wholesale program :  https://nutrasumma.com/pages/b2b-wholesale"
"https://tegritylawn.com/ ","Informational / Services, Website / Web App",Wordpress,4,"Lawan care website"
https://talentedge.com/,"Coaching / Online Courses / E-learning / EdTech , Comparison / Compare products, Website / Web App","React Js, Laravel, Vue.js",7,"LMS, Online courses, Custom search, Live classes, Certifications, Live project Internship programs, 

Compare courses :  https://talentedge.com/coursecompare?ids=MTIzNC0zNTM=,MTIzNC0zMzE=

Referral program :  https://talentedge.com/referral-program"
https://strivemarketing.com/,"Company / Corporate / Consulting Website / Firm, Elementor, Astra Theme, Website / Web App",Wordpress,5,"Digital Marketing Company website, Text animations."
https://seonotforhire.com/,"Company / Corporate / Consulting Website / Firm, Request a quote / Multi-step Forms / Get a quote , Website / Web App",Wordpress,4,"Agency website for SEO/Social media marketing, and Web design.

Multi-Level Form :  https://seonotforhire.com/discovery-form/"
"https://keeverseo.com/ ","Informational / Services, Online Appointments Booking, Elementor, Marketing / Sales, Website / Web App, Local Business","Wordpress, Vue.js",6,"Company/Consulting website for SEO/Lead generation/Online reputation/Google Ads

Online consultation: https://keeverseo.com/free-consultation-application/"
https://madescape.com/ ,"Events, Online Appointments Booking, Website / Web App",Wordpress,5,"Challenge Booking website, Corporate events, Birthday parties.

Calendar Booking :  https://madescape.com/booking/"
https://infrawizard.com/,"Ecommerce , Digital / Downloadable Products, Website / Web App",Wordpress,5,"Autocad add-in design website/tool for Civil enginers

Downloadable products :  https://infrawizard.com/store/"
https://regenics.com/,"Wellness / Health & Fitness / Nutrition / Supplement, Subscriptions  /  Subscribe , Ecommerce , Online Appointments Booking, Elementor, Website / Web App","Wordpress, Woocommerce",5,"Medical clinic with appointment booking, E-commerce Products :  Weight loss, Anti-aging, hair restoration, Supplment, Injection kits, Sexual wellness, Telehealth.

Affiliate program :  https://regenics.com/affiliate-old/

Appointment booking :  https://app.nexhealth.com/appt/regenics

Product Subscription :  https://regenics.com/products/biotin-minoxidil/

Gift card :  https://regenics.com/products/gift-card/

Consultation :  https://regenics.com/testosterone-therapy-consultation/"
https://skyfinans.dk/,"Company / Corporate / Consulting Website / Firm, Informational / Services, Online Calculators, Fintech / Finance / Financial , Website / Web App",Wordpress,6,"Loan website, Consolidated Loan

Consolidated Loan :  https://skyfinans.dk/laan-penge/samlelaan/

Loan calculator :  https://skyfinans.dk/"
https://www.unicoil.com.au/,"Informational / Services, Website / Web App",Wordpress,4,"Product informational website

Twenty seventeen theme used"
https://www.nettechconsultants.com/,"Company / Corporate / Consulting Website / Firm, Website / Web App",Wordpress,4,"Consulting website, Managed IT support & It security services, Cloud services (Hosting/Storage/Backup/Security)."
http://www.wyattworks.com/,"Informational / Services, Online Appointments Booking, Website / Web App, Plumbing / Repair Services / Home services / Maintenance",Wordpress,6,"Plumbing website serving Drain & sewer, Water heaters, Water treatment, Leaks, Excavation, Gasline."
"http://www.universaljobs.com/  ","Job Portal, Website / Web App",Wordpress,3,"Job portal website"
http://sojo.net.au/,"Informational / Services, Website / Web App",Wordpress,3,"Informational/Portfolio website for Innerwear."
https://www.crazylove.org/,"Donation / Non-Profitable / NGO, Coach / Artist / Individual, Website / Web App","Node JS, React Js, Next Js",3,"Individual / portfolio website, Podcast, Videos

Donation :  https://www.crazylove.org/give"
https://ellenogden.com/,"Informational / Services, Parallax effect / Animations, Website / Web App",Wordpress,4,"Informational website for Kitchen Garden Designs."
https://www.barracudamsp.com/,"Company / Corporate / Consulting Website / Firm, Website / Web App",Java,6,"Company website providing Security and Data Protection Solutions for IT Service Providers.

Download eBooks :  https://www.barracudamsp.com/resources/ebooks

Request a Quote: https://www.barracudamsp.com/plans/backup-appliance"
https://www.jimbrickman.com/,"Ecommerce , Events, Coach / Artist / Individual, Website / Web App","Wordpress, Woocommerce",5,"Individual website, Piano artist, Event Tickets/Tours, Radio/Podcast, Music/Videos

E-commerce for CD/DVD, Merchandise, Music, Songbooks, Books"
https://tachus.com/,"Informational / Services, Computers / Servers / Hardware Products / Game devices /  Computer parts, Website / Web App",Wordpress,6,"Intenet services website, Mapbox

React.js/Next.js/Node.js/Map box :  https://get.tachus.com/

Referrals :  https://tachus.com/referrals/"
https://www.patientpromoter.com/,"Medical / Pharmacy / Medicines, SAAS, Dashboard / Admin Portal / Software / Portal, Website / Web App","Wordpress, Core PHP",5,"SaaS web app for paitent promoter/Medical Practices, HIPAA compliant, Email/Text surveys & Feedback system, Alert system, Loyalty Measurement, Generating 5-Star Reviews, Unlimited Support, Reporting System"
https://oster-hus.no/,"Real Estate / Property Rentals, Company / Corporate / Consulting Website / Firm, Website / Web App",Wordpress,5,"Real-estate company website, Informational website

Custom search :  https://oster-hus.no/boliger/"
https://solhytten.no/,"Real Estate / Property Rentals, Company / Corporate / Consulting Website / Firm, Website / Web App",Wordpress,5,"Real-estate company website, Informational website.

"
https://sporteluxe.com/,"Blogging / Blogs, Website / Web App",Wordpress,4,"Blog website for Fitness, Health & Diet, lifestyle, Sports."
